#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Locality,Country,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type,Physiographic_Feature_Name,State_or_Province
RC2_0094_RNA,10.58052/IEPRS00J2,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-08-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0095_RNA,10.58052/IEPRS00J1,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-08-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0096_RNA,10.58052/IEPRS00J0,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-08-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0097_RNA,10.58052/IEPRS00J6,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-09-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0098_RNA,10.58052/IEPRS00J7,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-09-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0099_RNA,10.58052/IEPRS00J8,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-09-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0100_RNA,10.58052/IEPRS00J9,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-09-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0101_RNA,10.58052/IEPRS00JE,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-09-16,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0103_RNA,10.58052/IEPRS00JD,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-09-16,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0104_RNA,10.58052/IEPRS00JC,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-09-16,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0105_RNA,10.58052/IEPRS00JB,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-09-16,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0106_RNA,10.58052/IEPRS00JA,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-09-16,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0107_RNA,10.58052/IEPRS00T0,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study ,46.97777,-121.16953,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0108_RNA,10.58052/IEPRS00T2,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study ,46.98904,-121.09921,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0109_RNA,10.58052/IEPRS00T4,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study ,46.72895,-120.71431,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0110_RNA,10.58052/IEPRS00T6,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study ,46.530817,-120.470337,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0111_RNA,10.58052/IEPRS00T8,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study ,46.232095,-119.999901,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0112_RNA,10.58052/IEPRS00TA,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study ,46.255319,-119.47405,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0113_RNA,10.58052/IEPRS00JK,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-30,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0114_RNA,10.58052/IEPRS00JJ,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-30,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0115_RNA,10.58052/IEPRS00JI,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-30,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0116_RNA,10.58052/IEPRS00JH,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-30,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0117_RNA,10.58052/IEPRS00JG,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-30,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0118_RNA,10.58052/IEPRS00JF,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-09-30,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0119_RNA,10.58052/IEPRS00K1,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-10-07,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0120_RNA,10.58052/IEPRS00K0,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-10-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0121_RNA,10.58052/IEPRS00JZ,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-10-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0122_RNA,10.58052/IEPRS00JY,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-10-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0123_RNA,10.58052/IEPRS00K2,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-10-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0124_RNA,10.58052/IEPRS00JX,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Sophia_McKever, 2021-10-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0125_RNA,10.58052/IEPRS00JQ,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-10-13,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0126_RNA,10.58052/IEPRS00JP,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-10-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0127_RNA,10.58052/IEPRS00JO,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-10-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0128_RNA,10.58052/IEPRS00JN,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-10-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0129_RNA,10.58052/IEPRS00JM,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-10-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0130_RNA,10.58052/IEPRS00JL,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-10-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0131_RNA,10.58052/IEPRS00JW,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-21,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0132_RNA,10.58052/IEPRS00JV,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0133_RNA,10.58052/IEPRS00JU,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0134_RNA,10.58052/IEPRS00JT,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0135_RNA,10.58052/IEPRS00JS,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0136_RNA,10.58052/IEPRS00JR,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0137_RNA,10.58052/IEPRS00K8,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-28,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0138_RNA,10.58052/IEPRS00K7,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0139_RNA,10.58052/IEPRS00K6,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0140_RNA,10.58052/IEPRS00K5,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0141_RNA,10.58052/IEPRS00K4,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0142_RNA,10.58052/IEPRS00K3,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-10-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0143_RNA,10.58052/IEPRS00KE,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-11-04,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0144_RNA,10.58052/IEPRS00KD,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-11-04,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0145_RNA,10.58052/IEPRS00KC,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-11-04,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0146_RNA,10.58052/IEPRS00KB,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-11-04,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0147_RNA,10.58052/IEPRS00KA,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-11-04,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0148_RNA,10.58052/IEPRS00K9,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-11-04,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0149_RNA,10.58052/IEPRS00KI,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-11-18,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0150_RNA,10.58052/IEPRS00KK,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-11-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0151_RNA,10.58052/IEPRS00KJ,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-11-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0152_RNA,10.58052/IEPRS00KH,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-11-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0153_RNA,10.58052/IEPRS00KF,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-11-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0154_RNA,10.58052/IEPRS00KG,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-11-18,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0155_RNA,10.58052/IEPRS00KQ,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2021-12-02,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0156_RNA,10.58052/IEPRS00KP,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2021-12-02,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0157_RNA,10.58052/IEPRS00KO,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2021-12-02,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0158_RNA,10.58052/IEPRS00KN,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2021-12-02,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0159_RNA,10.58052/IEPRS00KM,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2021-12-02,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
